AE_Gujarat_2012																																													
Assembly_No	Year	month	DelimID	Poll_No	District_Name	Sub_Region	Constituency_Name	Constituency_No	Constituency_Type	Candidate	Sex	Age	Party	Position	Candidate_Type	Votes	Electors	Valid_Votes	Vote_Share_Percentage	Margin	Margin_Percentage	Turnout_Percentage	N_Cand	ENOP	last_poll	Contested	Last_Party	Last_Party_ID	Last_Constituency_Name	Same_Constituency	Same_Party	No_Terms	Turncoat	Incumbent	Recontest	Deposit_Lost	pid	Party_Type_TCPD	Party_ID	MyNeta_education	TCPD_Prof_Main	TCPD_Prof_Main_Desc	TCPD_Prof_Second	TCPD_Prof_Second_Desc	Election_Type
12	2012	12	4	0	Navsari	South Gujarat	JALALPORE	174	GEN	R.C. PATEL	M	53	BJP	1	GEN	76797	197011	143952	53.35	17867	12.41	73.07	5	2.22	TRUE	3	BJP	1605	JALALPORE	TRUE	TRUE	3	FALSE	TRUE	TRUE	no	AEGJ102739	National Party	1605	10th Pass	Business	Trader	Agriculture		State Assembly Election (AE)
12	2012	12	4	0	Navsari	South Gujarat	JALALPORE	174	GEN	RANJITBHAI (MUNNABHAI) DAHYABHAI PANCHAL	M	47	INC	2	GEN	58930	197011	143952	40.94	55942	38.86	73.07	5	2.22	TRUE	1						0	FALSE	FALSE	FALSE	no	AEGJ14346	National Party	3482	8th Pass	Business	Real Estate or Builder or Developer or Construction			State Assembly Election (AE)
12	2012	12	4	0	Navsari	South Gujarat	NAVSARI	175	GEN	DESAI PIYUSHBHAI DINKARBHAI	M	52	BJP	1	GEN	81601	209665	156345	52.19	15981	10.22	74.57	9	2.22	TRUE	1						1	FALSE	FALSE	FALSE	no	AEGJ14351	National Party	1605	Graduate Professional	Other				State Assembly Election (AE)
12	2012	12	4	0	Navsari	South Gujarat	NAVSARI	175	GEN	ARVINDBHAI DURLABHBHAI PATEL ( A.D. PATEL)	M	68	INC	2	GEN	65620	209665	156345	41.97	63479	40.6	74.57	9	2.22	TRUE	1						0	FALSE	FALSE	FALSE	no	AEGJ14355	National Party	3482	Post Graduate	Agriculture				State Assembly Election (AE)
12	2012	12	4	0	Navsari	South Gujarat	GANDEVI	176	ST	MANGUBHAI CHHAGANBHAI PATEL	M	68	BJP	1	ST	104417	251458	190977	54.68	26177	13.71	75.95	4	2.13	TRUE	7	BJP	1605	NAVSARI	FALSE	TRUE	6	FALSE	TRUE	TRUE	no	AEGJ000127	National Party	1605	8th Pass	Social Work				State Assembly Election (AE)
12	2012	12	4	0	Navsari	South Gujarat	GANDEVI	176	ST	BHARTIBEN NARDEVBHAI PATEL	F	60	INC	2	ST	78240	251458	190977	40.97	73842	38.67	75.95	4	2.13	TRUE	6	INC	3482	CHIKHLI	FALSE	TRUE	2	FALSE	FALSE	TRUE	no	AEGJ4877	National Party	3482	Graduate Professional	Social Work				State Assembly Election (AE)
12	2012	12	4	0	Navsari	South Gujarat	VANSDA	177	ST	CHAUDHARI CHHANABHAI KOLUBHAI	M	61	INC	1	ST	105829	250841	203909	51.9	25616	12.56	81.29	6	2.38	TRUE	3	INC	3482	DHARAMPUR	FALSE	TRUE	3	FALSE	TRUE	TRUE	no	AEGJ100454	National Party	3482						State Assembly Election (AE)
12	2012	12	4	0	Navsari	South Gujarat	VANSDA	177	ST	NARESHBHAI MAGANBHAI PATEL	M	45	BJP	2	ST	80213	250841	203909	39.34	74346	36.46	81.29	6	2.38	TRUE	2	BJP	1605	CHIKHLI	FALSE	TRUE	1	FALSE	TRUE	TRUE	no	AEGJ12704	National Party	1605						State Assembly Election (AE)
12	2012	12	4	0	Valsad	South Gujarat	DHARAMPUR	178	ST	ISHWARBHAI DHEDABHAI PATEL	M	51	INC	1	ST	82319	204834	162311	50.72	15298	9.43	79.24	4	2.33	TRUE	1						1	FALSE	FALSE	FALSE	no	AEGJ14370	National Party	3482	10th Pass	Agriculture				State Assembly Election (AE)
12	2012	12	4	0	Valsad	South Gujarat	DHARAMPUR	178	ST	CHAUDHARY SUMITRABEN BATUKBHAI	F	49	BJP	2	ST	67021	204834	162311	41.29	59464	36.64	79.24	4	2.33	TRUE	1						0	FALSE	FALSE	FALSE	no	AEGJ14373	National Party	1605	8th Pass	Agriculture				State Assembly Election (AE)
12	2012	12	4	0	Valsad	South Gujarat	VALSAD	179	GEN	BHARATBHAI KIKUBHAI PATEL	M	54	BJP	1	GEN	93658	220058	157025	59.65	35999	22.93	71.36	8	2.04	TRUE	1						1	FALSE	FALSE	FALSE	no	AEGJ14374	National Party	1605	Post Graduate	Other				State Assembly Election (AE)
12	2012	12	4	0	Valsad	South Gujarat	VALSAD	179	GEN	JINESHBHAI ALIAS DINESHBHAI RAMANBHAI PATEL	M	48	INC	2	GEN	57659	220058	157025	36.72	55798	35.53	71.36	8	2.04	TRUE	2	IND	10809	BROACH	FALSE	FALSE	0	FALSE	FALSE	FALSE	no	AEGJ11311	National Party	3482	Post Graduate	Other				State Assembly Election (AE)
12	2012	12	4	0	Valsad	South Gujarat	PARDI	180	GEN	KANUBHAI MOHANLAL DESAI	M	60	BJP	1	GEN	84563	197921	140475	60.2	37311	26.56	70.98	9	2.13	TRUE	1						1	FALSE	FALSE	FALSE	no	AEGJ14382	National Party	1605	Graduate	Agriculture				State Assembly Election (AE)
12	2012	12	4	0	Valsad	South Gujarat	PARDI	180	GEN	HEMANT MANUBHAI DESAI	M	53	INC	2	GEN	47252	197921	140475	33.64	44063	31.37	70.98	9	2.13	TRUE	1						0	FALSE	FALSE	FALSE	no	AEGJ14383	National Party	3482	12th Pass	Business	Trader	Agriculture		State Assembly Election (AE)
12	2012	12	4	0	Valsad	South Gujarat	KAPRADA	181	ST	CHAUDHARI JITUBHAI HARJIBHAI	M	48	INC	1	ST	85780	206083	173183	49.53	18685	10.79	84.04	7	2.5	TRUE	3	INC	3482	MOTA PONDHA	FALSE	TRUE	3	FALSE	TRUE	TRUE	no	AEGJ14395	National Party	3482	8th Pass	Business		Agriculture		State Assembly Election (AE)
12	2012	12	4	0	Valsad	South Gujarat	KAPRADA	181	ST	PRAKASHBHAI SHANKARBHAI PATEL	M	44	BJP	2	ST	67095	206083	173183	38.74	60185	34.75	84.04	7	2.5	TRUE	2	IND	10809	MOTA PONDHA	FALSE	FALSE	0	FALSE	FALSE	TRUE	no	AEGJ14391	National Party	1605	10th Pass	Business	"Real Estate or Builder or Developer or Construction, Transport"	Agriculture		State Assembly Election (AE)
12	2012	12	4	0	Valsad	South Gujarat	UMBERGAON	182	ST	PATKAR RAMANBHAI NANUBHAI	M	60	BJP	1	ST	69450	214379	142846	48.62	28299	19.81	66.63	9	2.86	TRUE	8	BJP	1605	UMBERGAON	TRUE	TRUE	4	FALSE	TRUE	TRUE	no	AEGJ2017	National Party	1605	8th Pass	Agriculture				State Assembly Election (AE)
12	2012	12	4	0	Valsad	South Gujarat	UMBERGAON	182	ST	GOVINDBHAI VESTABHAI PATEL	M	55	INC	2	ST	41151	214379	142846	28.81	16943	11.86	66.63	9	2.86	TRUE	1						0	FALSE	FALSE	FALSE	no	AEGJ14405	National Party	3482	Graduate	Other				State Assembly Election (AE)
