AE_Gujarat 2022
Assembly_No,month,District_Name,Sub_Region,Constituency,Type,Number,Candidate,Sex,Age,Party,Position,Votes,Electors,Valid_Votes,Vote_Share,Turnout_Percentage,Margin,Margin_Percentage,last_poll,Contested,Last_Party,Last_Party_ID,Last_Constituency_Name,Same_Constituency,Same_Party,No_Terms,Turncoat,Incumbent,Recontest,N_Cand,ENOP,pid,Deposit_Lost,Party_Type_TCPD,Party_ID,MyNeta_education,TCPD_Prof_Main,TCPD_Prof_Main_Desc,TCPD_Prof_Second,TCPD_Prof_Second_Desc
14,12,Rajkot,Saurashtra-Kutch,RAJKOT RURAL,SC,71,Bharatbhai Mavjibhai Chavda,M,55,IND,9,397,367459,227829,0.17,62,6,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,11,2.5,AEGJ101920,yes,Independents,10809,5th Pass,Labourer or Daily Wage,,,
14,12,Rajkot,Saurashtra-Kutch,RAJKOT RURAL,SC,71,Rathod Sukhdevbhai Mohanbhai,M,28,IND,10,391,367459,227829,0.17,62,13,0.01,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,11,2.5,AEGJ101921,yes,Independents,10809,10th Pass,Business,Real Estate or Builder or Developer or Construction,,
14,12,Rajkot,Saurashtra-Kutch,RAJKOT RURAL,SC,71,Dengada Sanjay Pravinbhai,M,29,IND,11,378,367459,227829,0.17,62,127,0.06,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,11,2.5,AEGJ101917,yes,Independents,10809,10th Pass,Labourer or Daily Wage,,,
14,12,Rajkot,Saurashtra-Kutch,RAJKOT RURAL,SC,71,Babubhai Virabhai Parmar,M,49,IND,12,251,367459,227829,0.11,62,0,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,11,2.5,AEGJ101918,yes,Independents,10809,8th Pass,Agriculture,,,
14,12,Rajkot,Saurashtra-Kutch,JASDAN,GEN,72,KUNVARJIBHAI MOHANBHAI BAVALIYA,M,67,BJP,1,63808,256345,161358,39.54,62.95,16172,10.02,TRUE,9,BJP,1605,JASDAN,TRUE,TRUE,7,FALSE,TRUE,TRUE,6,3.03,AEGJ101142,no,National Party,1605,Graduate Professional,Agriculture,,,
14,12,Rajkot,Saurashtra-Kutch,JASDAN,GEN,72,TEJASBHAI BHIKHABHAI GAJIPARA,M,38,AAAP,2,47636,256345,161358,29.52,62.95,1841,1.14,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,6,3.03,AEGJ101924,no,State-based Party (Other State),13,12th Pass,Salaried Work or Employed,Insurance Agent,Agriculture,
14,12,Rajkot,Saurashtra-Kutch,JASDAN,GEN,72,BHOLABHAI BHIKHABHAI GOHEL,M,47,INC,3,45795,256345,161358,28.38,62.95,43722,27.1,TRUE,2,INC,3482,JASDAN,TRUE,TRUE,1,FALSE,FALSE,FALSE,6,3.03,AEGJ13409,no,National Party,3482,Others,Business,,Agriculture,
14,12,Rajkot,Saurashtra-Kutch,JASDAN,GEN,72,NOTA,,,None of the Above,4,2073,256345,161358,1.28,62.95,1282,0.79,TRUE,,,,,,,,,,,6,3.03,,,,,,,,,
14,12,Rajkot,Saurashtra-Kutch,JASDAN,GEN,72,RAMABEN PRAKASHBHAI GORASVA,F,29,IND,5,791,256345,161358,0.49,62.95,84,0.05,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,6,3.03,AEGJ101927,yes,Independents,10809,Literate,Labourer or Daily Wage,,,
14,12,Rajkot,Saurashtra-Kutch,JASDAN,GEN,72,SHAMJIBHAI AMBABHAI DANGAR (KOLI),M,57,Rashtriya Hind Ekta Dal,6,707,256345,161358,0.44,62.95,159,0.1,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,6,3.03,AEGJ101925,yes,Local Party,25154,10th Pass,Retired or Pension,,,
14,12,Rajkot,Saurashtra-Kutch,JASDAN,GEN,72,DEVRAJBHAI MASHRUBHAI MAKVANA,M,38,IND,7,548,256345,161358,0.34,62.95,0,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,6,3.03,AEGJ101926,yes,Independents,10809,12th Pass,Agriculture,,,
14,12,Rajkot,Saurashtra-Kutch,GONDAL,GEN,73,Geetaba Jayrajsinh Jadeja,F,54,BJP,1,86062,228529,144666,59.49,63.3,43313,29.94,TRUE,2,BJP,1605,GONDAL,TRUE,TRUE,2,FALSE,TRUE,TRUE,4,2.22,AEGJ777,no,National Party,1605,10th Pass,Agriculture,,,
14,12,Rajkot,Saurashtra-Kutch,GONDAL,GEN,73,Desai Yatish Govindlal,M,54,INC,2,42749,228529,144666,29.55,63.3,29674,20.51,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,4,2.22,AEGJ101928,no,National Party,3482,Graduate Professional,Liberal Profession or Professional,Lawyer,,
14,12,Rajkot,Saurashtra-Kutch,GONDAL,GEN,73,Nimishaben Khunt,F,43,AAAP,3,13075,228529,144666,9.04,63.3,10911,7.54,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,4,2.22,AEGJ101929,yes,State-based Party (Other State),13,Graduate Professional,Other,,,
14,12,Rajkot,Saurashtra-Kutch,GONDAL,GEN,73,NOTA,,,None of the Above,4,2164,228529,144666,1.5,63.3,1548,1.07,TRUE,,,,,,,,,,,4,2.22,,,,,,,,,
14,12,Rajkot,Saurashtra-Kutch,GONDAL,GEN,73,Mukesh Dholumal Vardhani,M,52,IND,5,616,228529,144666,0.43,63.3,0,0,TRUE,3,IND,10809,GONDAL,TRUE,TRUE,0,FALSE,FALSE,TRUE,4,2.22,AEGJ13426,yes,Independents,10809,Graduate Professional,Other,,,
14,12,Rajkot,Saurashtra-Kutch,JETPUR,GEN,74,Jayeshbhai Vitthalbhai Radadiya,M,41,BJP,1,106471,275679,175143,60.79,63.53,76926,43.92,TRUE,4,BJP,1605,JETPUR,TRUE,TRUE,3,FALSE,TRUE,TRUE,8,2.44,AEGJ13442,no,National Party,1605,12th Pass,Business,,Agriculture,
14,12,Rajkot,Saurashtra-Kutch,JETPUR,GEN,74,Rohitbhai Vinubhai Bhuva,M,39,AAAP,2,29545,275679,175143,16.87,63.53,8757,5,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,8,2.44,AEGJ101935,no,State-based Party (Other State),13,8th Pass,Agriculture,,,
14,12,Rajkot,Saurashtra-Kutch,JETPUR,GEN,74,Rajubhai Arjanbhai Sarvaiya,M,49,SP,3,20788,275679,175143,11.87,63.53,8544,4.88,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,8,2.44,AEGJ101934,yes,State-based Party (Other State),7425,10th Pass,Agriculture,,,
14,12,Rajkot,Saurashtra-Kutch,JETPUR,GEN,74,Deepakbhai Keshavlal Vekariya (D.K. Vekariya),M,59,INC,4,12244,275679,175143,6.99,63.53,9957,5.69,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,8,2.44,AEGJ101931,yes,National Party,3482,12th Pass,Salaried Work or Employed,,,
14,12,Rajkot,Saurashtra-Kutch,JETPUR,GEN,74,NOTA,,,None of the Above,5,2287,275679,175143,1.31,63.53,364,0.21,TRUE,,,,,,,,,,,8,2.44,,,,,,,,,
14,12,Rajkot,Saurashtra-Kutch,JETPUR,GEN,74,Jayendrasinh Govubha Chauhan,M,51,IND,6,1923,275679,175143,1.1,63.53,858,0.49,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,8,2.44,AEGJ101937,yes,Independents,10809,12th Pass,Agriculture,,,
14,12,Rajkot,Saurashtra-Kutch,JETPUR,GEN,74,Boricha Devshibhai Kumbhabhai,M,59,BSP,7,1065,275679,175143,0.61,63.53,631,0.36,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,8,2.44,AEGJ101932,yes,State-based Party (Other State),16651,8th Pass,Agriculture,,,
14,12,Rajkot,Saurashtra-Kutch,JETPUR,GEN,74,Chavda Bharatkumar Nanjibhai,M,41,IND,8,434,275679,175143,0.25,63.53,48,0.03,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,8,2.44,AEGJ101936,yes,Independents,10809,8th Pass,Agriculture,,,
14,12,Rajkot,Saurashtra-Kutch,JETPUR,GEN,74,Alpeshkumar V. Vadoliya (108),M,37,Right to Recall Party,9,386,275679,175143,0.22,63.53,0,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,8,2.44,AEGJ101933,yes,Local Party,17316,Graduate,Social Work,,,
14,12,Rajkot,Saurashtra-Kutch,DHORAJI,GEN,75,Dr. Mahendrabhai Padalia,M,70,BJP,1,66430,268514,155049,42.84,57.74,12248,7.9,TRUE,1,,,,,,1,FALSE,FALSE,FALSE,7,2.94,AEGJ101939,no,National Party,1605,Doctorate,Retired or Pension,,Agriculture,
14,12,Rajkot,Saurashtra-Kutch,DHORAJI,GEN,75,Lalit Vasoya,M,60,INC,2,54182,268514,155049,34.95,57.74,24388,15.73,TRUE,2,INC,3482,DHORAJI,TRUE,TRUE,1,FALSE,TRUE,TRUE,7,2.94,AEGJ500,no,National Party,3482,12th Pass,Agriculture,,,
14,12,Rajkot,Saurashtra-Kutch,DHORAJI,GEN,75,Vipul Sakhiya,M,34,AAAP,3,29794,268514,155049,19.22,57.74,28174,18.17,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,7,2.94,AEGJ101940,no,State-based Party (Other State),13,10th Pass,Other,,,
14,12,Rajkot,Saurashtra-Kutch,DHORAJI,GEN,75,NOTA,,,None of the Above,4,1620,268514,155049,1.04,57.74,43,0.03,TRUE,,,,,,,,,,,7,2.94,,,,,,,,,
14,12,Rajkot,Saurashtra-Kutch,DHORAJI,GEN,75,Prabhat Govind Solanki,M,37,BSP,5,1577,268514,155049,1.02,57.74,1048,0.68,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,7,2.94,AEGJ101938,yes,State-based Party (Other State),16651,8th Pass,Business,Real Estate or Builder or Developer or Construction,,
14,12,Rajkot,Saurashtra-Kutch,DHORAJI,GEN,75,SIRAJBHAI ABABHAI KHEBHAR,M,37,IND,6,529,268514,155049,0.34,57.74,62,0.04,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,7,2.94,AEGJ101943,yes,Independents,10809,12th Pass,Agricultural Labour,,,
14,12,Rajkot,Saurashtra-Kutch,DHORAJI,GEN,75,Parmar Sahid (Hedli),M,36,IND,7,467,268514,155049,0.3,57.74,17,0.01,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,7,2.94,AEGJ101942,yes,Independents,10809,8th Pass,Labourer or Daily Wage,,,
14,12,Rajkot,Saurashtra-Kutch,DHORAJI,GEN,75,Jafar Gani Pinjara,M,44,IND,8,450,268514,155049,0.29,57.74,0,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,7,2.94,AEGJ101941,yes,Independents,10809,5th Pass,Labourer or Daily Wage,,,
14,12,Jamnagar,Saurashtra-Kutch,KALAWAD,SC,76,CHAVDA MEGHJIBHAI AMARABHAI,M,64,BJP,1,59292,233326,131119,45.22,56.2,15850,12.09,TRUE,2,BJP,1605,KALAWAD,TRUE,TRUE,2,FALSE,FALSE,FALSE,5,2.94,AEGJ13467,no,National Party,1605,Graduate,Salaried Work or Employed,,Agriculture,
14,12,Jamnagar,Saurashtra-Kutch,KALAWAD,SC,76,DR. JIGNESH SOLANKI,M,31,AAAP,2,43442,233326,131119,33.13,56.2,19105,14.57,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,5,2.94,AEGJ101946,no,State-based Party (Other State),13,Graduate Professional,Liberal Profession or Professional,Doctor,,
14,12,Jamnagar,Saurashtra-Kutch,KALAWAD,SC,76,PRAVIN NARASHIBHAI MUSADIYA,M,51,INC,3,24337,233326,131119,18.56,56.2,22210,16.94,TRUE,2,INC,3482,KALAWAD,TRUE,TRUE,1,FALSE,TRUE,TRUE,5,2.94,AEGJ1216,no,National Party,3482,Graduate Professional,Social Work,,,
14,12,Jamnagar,Saurashtra-Kutch,KALAWAD,SC,76,NOTA,,,None of the Above,4,2127,233326,131119,1.62,56.2,871,0.66,TRUE,,,,,,,,,,,5,2.94,,,,,,,,,
14,12,Jamnagar,Saurashtra-Kutch,KALAWAD,SC,76,CHOUHAN MAHENDRA DINESHBHAI,M,43,BSP,5,1256,233326,131119,0.96,56.2,591,0.45,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,5,2.94,AEGJ101945,yes,State-based Party (Other State),16651,8th Pass,Labourer or Daily Wage,,,
14,12,Jamnagar,Saurashtra-Kutch,KALAWAD,SC,76,CHAUHAN PRAVINBHAI DANABHAI,M,40,IND,6,665,233326,131119,0.51,56.2,0,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,5,2.94,AEGJ101947,yes,Independents,10809,5th Pass,Labourer or Daily Wage,,,
14,12,Jamnagar,Saurashtra-Kutch,JAMNAGAR RURAL,GEN,77,PATEL RAGHAVJIBHAI HANSRAJBHAI,M,64,BJP,1,79439,253496,162780,48.8,64.21,47500,29.18,TRUE,10,BJP,,JAMNAGAR RURAL,TRUE,TRUE,6,FALSE,TRUE,TRUE,6,3.12,AEGJ13474,no,National Party,1605,Graduate Professional,Business,,Agriculture,
14,12,Jamnagar,Saurashtra-Kutch,JAMNAGAR RURAL,GEN,77,PRAKASH DHIRUBHAI DONGA,M,35,AAAP,2,31939,253496,162780,19.62,64.21,2777,1.71,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,6,3.12,AEGJ101950,no,State-based Party (Other State),13,Graduate Professional,Liberal Profession or Professional,Lawyer,,
14,12,Jamnagar,Saurashtra-Kutch,JAMNAGAR RURAL,GEN,77,KASAM NURMAMAD KHAFI,M,49,BSP,3,29162,253496,162780,17.91,64.21,10425,6.4,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,6,3.12,AEGJ101948,no,State-based Party (Other State),16651,10th Pass,Business,Real Estate or Builder or Developer or Construction,Agriculture,
14,12,Jamnagar,Saurashtra-Kutch,JAMNAGAR RURAL,GEN,77,AHIR JIVANBHAI K. KUMBHARVADIYA,M,52,INC,4,18737,253496,162780,11.51,64.21,16452,10.11,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,6,3.12,AEGJ101949,yes,National Party,3482,Graduate,Business,Petrol Pumps,Small Business or Self-employed,
14,12,Jamnagar,Saurashtra-Kutch,JAMNAGAR RURAL,GEN,77,NOTA,,,None of the Above,5,2285,253496,162780,1.4,64.21,1625,1,TRUE,,,,,,,,,,,6,3.12,,,,,,,,,
14,12,Jamnagar,Saurashtra-Kutch,JAMNAGAR RURAL,GEN,77,CHANDRA DHARMENDRA DHIRAJLAL,M,36,IND,6,660,253496,162780,0.41,64.21,102,0.06,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,6,3.12,AEGJ101951,yes,Independents,10809,8th Pass,Business,,,
14,12,Jamnagar,Saurashtra-Kutch,JAMNAGAR RURAL,GEN,77,BHURALAL MEGHAJIBHAI PARMAR,M,68,IND,7,558,253496,162780,0.34,64.21,0,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,6,3.12,AEGJ101952,yes,Independents,10809,10th Pass,Retired or Pension,,,
14,12,Jamnagar,Saurashtra-Kutch,JAMNAGAR NORTH,GEN,78,RIVASINH HARDEVSINH SOLANKI (RIVABA RAVINDRASINH JADEJA),F,32,BJP,1,88835,263483,153726,57.79,58.34,53570,34.85,TRUE,1,,,,,,1,FALSE,FALSE,FALSE,11,2.5,AEGJ101955,no,National Party,1605,10th Pass,Business,,Social Work,
14,12,Jamnagar,Saurashtra-Kutch,JAMNAGAR NORTH,GEN,78,KARSHANBHAI KARMUR (AHIR KARSHANBHAI PARBATBHAI KARMUR),M,53,AAAP,2,35265,263483,153726,22.94,58.34,11991,7.8,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,11,2.5,AEGJ101956,no,State-based Party (Other State),13,5th Pass,Agriculture,,Social Work,
14,12,Jamnagar,Saurashtra-Kutch,JAMNAGAR NORTH,GEN,78,BIPENDRASINH CHATURSINH JADEJA,M,54,INC,3,23274,263483,153726,15.14,58.34,20830,13.55,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,11,2.5,AEGJ101954,yes,National Party,3482,Graduate Professional,Business,,Agriculture,
14,12,Jamnagar,Saurashtra-Kutch,JAMNAGAR NORTH,GEN,78,NOTA,,,None of the Above,4,2444,263483,153726,1.59,58.34,356,0.23,TRUE,,,,,,,,,,,11,2.5,,,,,,,,,
14,12,Jamnagar,Saurashtra-Kutch,JAMNAGAR NORTH,GEN,78,ADVOCATE JAGDISH MANSHIBHAI GADHAVI,M,31,BSP,5,2088,263483,153726,1.36,58.34,1690,1.1,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,11,2.5,AEGJ101953,yes,State-based Party (Other State),16651,Graduate Professional,Liberal Profession or Professional,Lawyer,,
14,12,Jamnagar,Saurashtra-Kutch,JAMNAGAR NORTH,GEN,78,MALEK AADIL RASIDBHAI,M,27,IND,6,398,263483,153726,0.26,58.34,21,0.01,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,11,2.5,AEGJ101961,yes,Independents,10809,10th Pass,Small Business or Self-employed,,,
14,12,Jamnagar,Saurashtra-Kutch,JAMNAGAR NORTH,GEN,78,HINABEN DEPABHAI MAKWANA,F,47,IND,7,377,263483,153726,0.25,58.34,49,0.03,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,11,2.5,AEGJ101963,yes,Independents,10809,5th Pass,Labourer or Daily Wage,,,
14,12,Jamnagar,Saurashtra-Kutch,JAMNAGAR NORTH,GEN,78,MIYA AAMIN RAHIMBHAI,M,25,IND,8,328,263483,153726,0.21,58.34,35,0.02,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,11,2.5,AEGJ101962,yes,Independents,10809,5th Pass,Business,,,
14,12,Jamnagar,Saurashtra-Kutch,JAMNAGAR NORTH,GEN,78,ANVAR DAUD KAKAL,M,53,IND,9,293,263483,153726,0.19,58.34,114,0.07,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,11,2.5,AEGJ101957,yes,Independents,10809,Literate,Business,,,
14,12,Jamnagar,Saurashtra-Kutch,JAMNAGAR NORTH,GEN,78,JAHID AAVADBHAI JAMI,M,52,IND,10,179,263483,153726,0.12,58.34,48,0.03,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,11,2.5,AEGJ101960,yes,Independents,10809,Graduate,Labourer or Daily Wage,,,
14,12,Jamnagar,Saurashtra-Kutch,JAMNAGAR NORTH,GEN,78,CHAVDA ASHOK NATHABHAI,M,38,IND,11,131,263483,153726,0.09,58.34,17,0.01,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,11,2.5,AEGJ101959,yes,Independents,10809,8th Pass,Labourer or Daily Wage,,,
14,12,Jamnagar,Saurashtra-Kutch,JAMNAGAR NORTH,GEN,78,KER RAHIM OSMANBHAI,M,28,IND,12,114,263483,153726,0.07,58.34,0,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,11,2.5,AEGJ101958,yes,Independents,10809,Illiterate,Labourer or Daily Wage,,,
14,12,Jamnagar,Saurashtra-Kutch,JAMNAGAR SOUTH,GEN,79,Akbari Divyeshbhai Ranchhodbhai,M,44,BJP,1,86492,230740,132815,65.12,57.56,62697,47.21,TRUE,1,,,,,,1,FALSE,FALSE,FALSE,14,2.13,AEGJ101964,no,National Party,1605,12th Pass,Business,,,
14,12,Jamnagar,Saurashtra-Kutch,JAMNAGAR SOUTH,GEN,79,Kathiriya Manojbhai Gordhanbhai,M,43,INC,2,23795,230740,132815,17.92,57.56,7210,5.43,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,14,2.13,AEGJ101965,no,National Party,3482,8th Pass,Business,,,
14,12,Jamnagar,Saurashtra-Kutch,JAMNAGAR SOUTH,GEN,79,Vishal Rajbal Tyagi,M,33,AAAP,3,16585,230740,132815,12.49,57.56,14403,10.84,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,14,2.13,AEGJ101969,yes,State-based Party (Other State),13,12th Pass,Business,,,
14,12,Jamnagar,Saurashtra-Kutch,JAMNAGAR SOUTH,GEN,79,NOTA,,,None of the Above,4,2182,230740,132815,1.64,57.56,1073,0.81,TRUE,,,,,,,,,,,14,2.13,,,,,,,,,
14,12,Jamnagar,Saurashtra-Kutch,JAMNAGAR SOUTH,GEN,79,Chauhan Juned Abdul Rajak,M,33,IND,5,1109,230740,132815,0.83,57.56,243,0.18,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,14,2.13,AEGJ101973,yes,Independents,10809,8th Pass,Business,,,
14,12,Jamnagar,Saurashtra-Kutch,JAMNAGAR SOUTH,GEN,79,Makuben Kishorbhai Rathod (Meenaben),F,40,BSP,6,866,230740,132815,0.65,57.56,483,0.36,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,14,2.13,AEGJ101966,yes,State-based Party (Other State),16651,8th Pass,Other,Household,,
14,12,Jamnagar,Saurashtra-Kutch,JAMNAGAR SOUTH,GEN,79,Parmar Arjunbhai Karshanbhai,M,89,IND,7,383,230740,132815,0.29,57.56,106,0.08,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,14,2.13,AEGJ101977,yes,Independents,10809,5th Pass,Retired or Pension,,,
14,12,Jamnagar,Saurashtra-Kutch,JAMNAGAR SOUTH,GEN,79,Abjal Mamadbhai Bhaya,M,28,IND,8,277,230740,132815,0.21,57.56,17,0.01,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,14,2.13,AEGJ101970,yes,Independents,10809,8th Pass,Small Business or Self-employed,,,
14,12,Jamnagar,Saurashtra-Kutch,JAMNAGAR SOUTH,GEN,79,Gohel Mukesh Vajubhai,M,49,Gujarat Nav Nirman Sena,9,260,230740,132815,0.2,57.56,55,0.04,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,14,2.13,AEGJ101968,yes,Local Party,24146,Graduate,Other,,,
14,12,Jamnagar,Saurashtra-Kutch,JAMNAGAR SOUTH,GEN,79,Pattani Chandrakant Mohanlal,M,63,IND,10,205,230740,132815,0.15,57.56,5,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,14,2.13,AEGJ101976,yes,Independents,10809,10th Pass,Small Business or Self-employed,,,
14,12,Jamnagar,Saurashtra-Kutch,JAMNAGAR SOUTH,GEN,79,Kamleshkumar Jentilal Hirpara,M,39,Bharatiya National Janta Dal,11,200,230740,132815,0.15,57.56,34,0.03,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,14,2.13,AEGJ101967,yes,Local Party,9441,10th Pass,Agriculture,,,
14,12,Jamnagar,Saurashtra-Kutch,JAMNAGAR SOUTH,GEN,79,Chauhan Bharatbhai Mohanbhai,M,43,IND,12,166,230740,132815,0.12,57.56,45,0.03,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,14,2.13,AEGJ101974,yes,Independents,10809,Graduate Professional,Liberal Profession or Professional,Lawyer,,
14,12,Jamnagar,Saurashtra-Kutch,JAMNAGAR SOUTH,GEN,79,JITESH BABUBHAI RATHOD,M,38,IND,13,121,230740,132815,0.09,57.56,30,0.02,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,14,2.13,AEGJ101975,yes,Independents,10809,10th Pass,Labourer or Daily Wage,,,
14,12,Jamnagar,Saurashtra-Kutch,JAMNAGAR SOUTH,GEN,79,Kadari Mahmad Hushen Aarifmiya,M,33,IND,14,91,230740,132815,0.07,57.56,8,0.01,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,14,2.13,AEGJ101972,yes,Independents,10809,12th Pass,Labourer or Daily Wage,Truck Driver,,
14,12,Jamnagar,Saurashtra-Kutch,JAMNAGAR SOUTH,GEN,79,Alimamad Ishak Palani,M,41,IND,15,83,230740,132815,0.06,57.56,0,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,14,2.13,AEGJ101971,yes,Independents,10809,5th Pass,Labourer or Daily Wage,,,
14,12,Jamnagar,Saurashtra-Kutch,JAMJODHPUR,GEN,80,Ahir Hemantbhai Hardasbhai,M,38,AAAP,1,71397,227526,150453,47.45,66.13,10403,6.91,TRUE,1,,,,,,1,FALSE,FALSE,FALSE,9,2.5,AEGJ101980,no,State-based Party (Other State),13,10th Pass,Business,,Agriculture,
14,12,Jamnagar,Saurashtra-Kutch,JAMJODHPUR,GEN,80,Chimanbhai Sapariya,M,67,BJP,2,60994,227526,150453,40.54,66.13,47480,31.56,TRUE,7,BJP,1605,JAMJODHPUR,TRUE,TRUE,4,FALSE,FALSE,TRUE,9,2.5,AEGJ7198,no,National Party,1605,Graduate,Business,,Agriculture,
14,12,Jamnagar,Saurashtra-Kutch,JAMJODHPUR,GEN,80,Kalaria Chiragbhai Rameshbhai,M,45,INC,3,13514,227526,150453,8.98,66.13,11971,7.96,TRUE,2,INC,3482,JAMJODHPUR,TRUE,TRUE,1,FALSE,TRUE,TRUE,9,2.5,AEGJ1108,yes,National Party,3482,Graduate,Business,,Agriculture,
14,12,Jamnagar,Saurashtra-Kutch,JAMJODHPUR,GEN,80,NOTA,,,None of the Above,4,1543,227526,150453,1.03,66.13,656,0.44,TRUE,,,,,,,,,,,9,2.5,,,,,,,,,
14,12,Jamnagar,Saurashtra-Kutch,JAMJODHPUR,GEN,80,Pravinbhai Vallabhbhai Patel,M,53,IND,5,887,227526,150453,0.59,66.13,85,0.06,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,9,2.5,AEGJ101985,yes,Independents,10809,5th Pass,Agriculture,,,
14,12,Jamnagar,Saurashtra-Kutch,JAMJODHPUR,GEN,80,Basirbhai Sidikbhai Sama,M,54,IND,6,802,227526,150453,0.53,66.13,329,0.22,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,9,2.5,AEGJ101986,yes,Independents,10809,5th Pass,Other,,,
14,12,Jamnagar,Saurashtra-Kutch,JAMJODHPUR,GEN,80,Juneja Sabbirbhai Ibrahimbhai,M,40,SP,7,473,227526,150453,0.31,66.13,87,0.06,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,9,2.5,AEGJ101981,yes,State-based Party (Other State),7425,Literate,Other,,,
14,12,Jamnagar,Saurashtra-Kutch,JAMJODHPUR,GEN,80,Joshi Amit Babubhai,M,28,IND,8,386,227526,150453,0.26,66.13,126,0.08,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,9,2.5,AEGJ101984,yes,Independents,10809,10th Pass,Agricultural Labour,,,
14,12,Jamnagar,Saurashtra-Kutch,JAMJODHPUR,GEN,80,Ambalal Manjibhai Vavecha,M,63,IND,9,260,227526,150453,0.17,66.13,63,0.04,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,9,2.5,AEGJ101983,yes,Independents,10809,12th Pass,Agriculture,,,
14,12,Jamnagar,Saurashtra-Kutch,JAMJODHPUR,GEN,80,Abu Umar Shida,M,60,IND,10,197,227526,150453,0.13,66.13,0,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,9,2.5,AEGJ101982,yes,Independents,10809,10th Pass,Agriculture,,,
14,12,Devbhumi Dwarka,Saurashtra-Kutch,KHAMBHALIA,GEN,81,Ayar Mulubhai Hardasbhai Bera,M,57,BJP,1,77834,302603,190017,40.96,62.79,18745,9.86,TRUE,7,BJP,1605,JAMNAGAR NORTH,FALSE,TRUE,5,FALSE,FALSE,FALSE,11,3.03,AEGJ7214,no,National Party,1605,10th Pass,Agriculture,,,
14,12,Devbhumi Dwarka,Saurashtra-Kutch,KHAMBHALIA,GEN,81,Isudan Gadhvi,M,40,AAAP,2,59089,302603,190017,31.1,62.79,14374,7.56,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,11,3.03,AEGJ101989,no,State-based Party (Other State),13,Post Graduate,Agriculture,,,
