AE_Gujarat 2022
Assembly_No,month,District_Name,Sub_Region,Constituency,Type,Number,Candidate,Sex,Age,Party,Position,Votes,Electors,Valid_Votes,Vote_Share,Turnout_Percentage,Margin,Margin_Percentage,last_poll,Contested,Last_Party,Last_Party_ID,Last_Constituency_Name,Same_Constituency,Same_Party,No_Terms,Turncoat,Incumbent,Recontest,N_Cand,ENOP,pid,Deposit_Lost,Party_Type_TCPD,Party_ID,MyNeta_education,TCPD_Prof_Main,TCPD_Prof_Main_Desc,TCPD_Prof_Second,TCPD_Prof_Second_Desc
14,12,Kachchh,Saurashtra-Kutch,ABDASA,GEN,1,JADEJA PRADHYUMANSINH MAHIPATSINH,M,58,BJP,1,80195,253244,163172,49.15,64.43,9431,5.78,TRUE,3,BJP,,ABDASA,TRUE,TRUE,3,FALSE,TRUE,TRUE,10,2.33,AEGJ8,no,National Party,1605,Literate,Agriculture,,,
14,12,Kachchh,Saurashtra-Kutch,ABDASA,GEN,1,JAT MAMAD JUNG,M,52,INC,2,70764,253244,163172,43.37,64.43,67262,41.22,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,10,2.33,AEGJ101235,no,National Party,3482,Literate,Agriculture,,,
14,12,Kachchh,Saurashtra-Kutch,ABDASA,GEN,1,HAKUMATSINH JUVANSINH JADEJA,M,50,IND,3,3502,253244,163172,2.15,64.43,560,0.34,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,10,2.33,AEGJ101243,yes,Independents,10809,Graduate,Business,,Agriculture,
14,12,Kachchh,Saurashtra-Kutch,ABDASA,GEN,1,NOTA,,,None of the Above,4,2942,253244,163172,1.8,64.43,1207,0.74,TRUE,,,,,,,,,,,10,2.33,,,,,,,,,
14,12,Kachchh,Saurashtra-Kutch,ABDASA,GEN,1,MAMUBHAI MANDABHAI RABARI,M,32,IND,5,1735,253244,163172,1.06,64.43,31,0.02,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,10,2.33,AEGJ101240,yes,Independents,10809,8th Pass,Business,Transport,,
14,12,Kachchh,Saurashtra-Kutch,ABDASA,GEN,1,VASANTBHAI VALJI KHETANI,M,53,AAAP,6,1704,253244,163172,1.04,64.43,662,0.41,TRUE,2,REALDP,6905,ABDASA,TRUE,FALSE,0,TRUE,FALSE,FALSE,10,2.33,AEGJ33,yes,State-based Party (Other State),13,8th Pass,Agriculture,,,
14,12,Kachchh,Saurashtra-Kutch,ABDASA,GEN,1,MEGHWAL NAGSHI KHAMUBHAI,M,74,BSP,7,1042,253244,163172,0.64,64.43,592,0.36,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,10,2.33,AEGJ101236,yes,State-based Party (Other State),16651,5th Pass,Retired or Pension,,,
14,12,Kachchh,Saurashtra-Kutch,ABDASA,GEN,1,UTHAR RAZAK ALIMAMAD,M,33,IND,8,450,253244,163172,0.28,64.43,113,0.07,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,10,2.33,AEGJ101241,yes,Independents,10809,Graduate,Agriculture,,,
14,12,Kachchh,Saurashtra-Kutch,ABDASA,GEN,1,BHANUSHALI SURESH MANJI MANGE,M,46,IND,9,337,253244,163172,0.21,64.43,33,0.02,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,10,2.33,AEGJ101242,yes,Independents,10809,8th Pass,Agriculture,,,
14,12,Kachchh,Saurashtra-Kutch,ABDASA,GEN,1,K. D. JADEJA,M,35,Praja Vijay Paksh,10,304,253244,163172,0.19,64.43,107,0.07,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,10,2.33,AEGJ101237,yes,,25135,Graduate,Agriculture,,,
14,12,Kachchh,Saurashtra-Kutch,ABDASA,GEN,1,JOSHI JAGDISHCHANDRA KAKULAL,M,59,SP,11,197,253244,163172,0.12,64.43,0,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,10,2.33,AEGJ101238,yes,State-based Party (Other State),7425,10th Pass,Small Business or Self-employed,,Agriculture,
14,12,Kachchh,Saurashtra-Kutch,MANDVI,GEN,2,Aniruddha Bhailal Dave,M,54,BJP,1,90303,257422,169426,53.3,65.82,48297,28.51,TRUE,1,,,,,,1,FALSE,FALSE,FALSE,8,2.78,AEGJ101244,no,National Party,1605,Post Graduate,Liberal Profession or Professional,Lawyer,Agriculture,
14,12,Kachchh,Saurashtra-Kutch,MANDVI,GEN,2,Rajendrasinh A. Jadeja,M,50,INC,2,42006,257422,169426,24.79,65.82,19215,11.34,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,8,2.78,AEGJ101246,no,National Party,3482,12th Pass,Business,,Agriculture,
14,12,Kachchh,Saurashtra-Kutch,MANDVI,GEN,2,Kailasdan K. Gadhvi,M,52,AAAP,3,22791,257422,169426,13.45,65.82,14297,8.44,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,8,2.78,AEGJ101247,yes,State-based Party (Other State),13,Graduate,Salaried Work or Employed,Accountant,,
14,12,Kachchh,Saurashtra-Kutch,MANDVI,GEN,2,Advocate Mahamadiqbal Manjaliya,M,41,AIMIM,4,8494,257422,169426,5.01,65.82,6067,3.58,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,8,2.78,AEGJ101248,yes,State-based Party (Other State),706,Graduate Professional,Liberal Profession or Professional,Lawyer,,
14,12,Kachchh,Saurashtra-Kutch,MANDVI,GEN,2,NOTA,,,None of the Above,5,2427,257422,169426,1.43,65.82,581,0.34,TRUE,,,,,,,,,,,8,2.78,,,,,,,,,
14,12,Kachchh,Saurashtra-Kutch,MANDVI,GEN,2,Kishorbhai Dheda,M,40,BSP,6,1846,257422,169426,1.09,65.82,1183,0.7,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,8,2.78,AEGJ101245,yes,State-based Party (Other State),16651,10th Pass,Business,Agricultural Business,,
14,12,Kachchh,Saurashtra-Kutch,MANDVI,GEN,2,Sameja Abdulkarim Amad,M,47,IND,7,663,257422,169426,0.39,65.82,146,0.09,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,8,2.78,AEGJ101250,yes,Independents,10809,8th Pass,Labourer or Daily Wage,Truck Driver,,
14,12,Kachchh,Saurashtra-Kutch,MANDVI,GEN,2,Sangar Shivji Budhiya,M,55,IND,8,517,257422,169426,0.31,65.82,138,0.08,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,8,2.78,AEGJ101251,yes,Independents,10809,5th Pass,Agriculture,,,
14,12,Kachchh,Saurashtra-Kutch,MANDVI,GEN,2,Vachhiya Lakhmir Rabari,M,42,Praja Vijay Paksh,9,379,257422,169426,0.22,65.82,0,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,8,2.78,AEGJ101249,yes,,25135,5th Pass,Agriculture,,,
14,12,Kachchh,Saurashtra-Kutch,BHUJ,GEN,3,KESHUBHAI SHIVDAS PATEL,M,66,BJP,1,96582,291285,180225,53.59,61.87,59814,33.19,TRUE,1,,,,,,1,FALSE,FALSE,FALSE,10,2.78,AEGJ101253,no,National Party,1605,5th Pass,Business,Agricultural Business,,
14,12,Kachchh,Saurashtra-Kutch,BHUJ,GEN,3,ARJAN BHUDIA,M,60,INC,2,36768,291285,180225,20.4,61.87,5473,3.04,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,10,2.78,AEGJ101252,no,National Party,3482,8th Pass,Other,,,
14,12,Kachchh,Saurashtra-Kutch,BHUJ,GEN,3,SAKIL MAHAMAD SAMA,M,29,AIMIM,3,31295,291285,180225,17.36,61.87,23235,12.89,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,10,2.78,AEGJ101258,no,State-based Party (Other State),706,12th Pass,Business,,,
14,12,Kachchh,Saurashtra-Kutch,BHUJ,GEN,3,RAJESH KESARA PINDORIA,M,42,AAAP,4,8060,291285,180225,4.47,61.87,4598,2.55,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,10,2.78,AEGJ101257,yes,State-based Party (Other State),13,12th Pass,Business,,Agriculture,
14,12,Kachchh,Saurashtra-Kutch,BHUJ,GEN,3,NOTA,,,None of the Above,5,3462,291285,180225,1.92,61.87,2346,1.3,TRUE,,,,,,,,,,,10,2.78,,,,,,,,,
14,12,Kachchh,Saurashtra-Kutch,BHUJ,GEN,3,BHUPENDRA BABULAL JOSHI,M,36,IND,6,1116,291285,180225,0.62,61.87,73,0.04,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,10,2.78,AEGJ101261,yes,Independents,10809,5th Pass,Other,,,
14,12,Kachchh,Saurashtra-Kutch,BHUJ,GEN,3,SAIYAD JUSABSHA MAMADSHA,M,42,BSP,7,1043,291285,180225,0.58,61.87,498,0.28,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,10,2.78,AEGJ101254,yes,State-based Party (Other State),16651,5th Pass,Labourer or Daily Wage,Truck Driver,,
14,12,Kachchh,Saurashtra-Kutch,BHUJ,GEN,3,OSMAN ISHABHAI KUMBHAR,M,40,IND,8,545,291285,180225,0.3,61.87,78,0.04,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,10,2.78,AEGJ101259,yes,Independents,10809,Illiterate,Business,Contractor,,
14,12,Kachchh,Saurashtra-Kutch,BHUJ,GEN,3,THEBA HUSEN MAMAD,M,46,IND,9,467,291285,180225,0.26,61.87,19,0.01,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,10,2.78,AEGJ101260,yes,Independents,10809,Literate,Other,,,
14,12,Kachchh,Saurashtra-Kutch,BHUJ,GEN,3,NODE KASAM MOHAMAD,M,65,Right to Recall Party,10,448,291285,180225,0.25,61.87,9,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,10,2.78,AEGJ101255,yes,Local Party,17316,5th Pass,Retired or Pension,,,
14,12,Kachchh,Saurashtra-Kutch,BHUJ,GEN,3,MEHULRAJ BHARATSINH RATHOD,M,42,Praja Vijay Paksh,11,439,291285,180225,0.24,61.87,0,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,10,2.78,AEGJ101256,yes,,25135,8th Pass,Other,,,
14,12,Kachchh,Saurashtra-Kutch,ANJAR,GEN,4,CHHANGA TRIKAM BIJAL,M,60,BJP,1,99076,271012,175279,56.52,64.68,37709,21.51,TRUE,1,,,,,,1,FALSE,FALSE,FALSE,7,2.27,AEGJ101263,no,National Party,1605,Graduate Professional,Agriculture,,,
14,12,Kachchh,Saurashtra-Kutch,ANJAR,GEN,4,DANGAR RAMESHBHAI SHAMJIBHAI,M,43,INC,2,61367,271012,175279,35.01,64.68,54032,30.83,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,7,2.27,AEGJ101264,no,National Party,3482,5th Pass,Business,Transport,Agriculture,
14,12,Kachchh,Saurashtra-Kutch,ANJAR,GEN,4,ARJANBHAI CHANABHAI RABARI,M,37,AAAP,3,7335,271012,175279,4.18,64.68,4850,2.77,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,7,2.27,AEGJ101265,yes,State-based Party (Other State),13,Literate,Business,Real Estate or Builder or Developer or Construction,,
14,12,Kachchh,Saurashtra-Kutch,ANJAR,GEN,4,NOTA,,,None of the Above,4,2485,271012,175279,1.42,64.68,126,0.07,TRUE,,,,,,,,,,,7,2.27,,,,,,,,,
14,12,Kachchh,Saurashtra-Kutch,ANJAR,GEN,4,CHAVDA SUDHA BAKUL,F,42,BSP,5,2359,271012,175279,1.35,64.68,1297,0.74,TRUE,2,BSP,16651,RAPAR,FALSE,TRUE,0,FALSE,FALSE,TRUE,7,2.27,AEGJ1204,yes,State-based Party (Other State),16651,Graduate Professional,Liberal Profession or Professional,Lawyer,,
14,12,Kachchh,Saurashtra-Kutch,ANJAR,GEN,4,RAMESH JAKHARABHAI KODECHA,M,33,IND,6,1062,271012,175279,0.61,64.68,105,0.06,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,7,2.27,AEGJ101268,yes,Independents,10809,5th Pass,Labourer or Daily Wage,,,
14,12,Kachchh,Saurashtra-Kutch,ANJAR,GEN,4,ROSHANALI IBRAHIM SANDHANI,M,42,SDPI,7,957,271012,175279,0.55,64.68,319,0.18,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,7,2.27,AEGJ101267,yes,Local Party,7985,5th Pass,Business,Contractor,,
14,12,Kachchh,Saurashtra-Kutch,ANJAR,GEN,4,KAKAL GANIBHAI ADAMBHAI,M,39,Gujarat Sarva Samaj Party,8,638,271012,175279,0.36,64.68,0,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,7,2.27,AEGJ101266,yes,,25136,8th Pass,Business,,Social Work,
14,12,Kachchh,Saurashtra-Kutch,GANDHIDHAM,SC,5,MALTI KISHOR MAHESHWARI,F,34,BJP,1,83760,315272,151665,55.23,48.11,37831,24.94,TRUE,2,BJP,1605,GANDHIDHAM,TRUE,TRUE,2,FALSE,TRUE,TRUE,9,2.44,AEGJ669,no,National Party,1605,Graduate,Other,,,
14,12,Kachchh,Saurashtra-Kutch,GANDHIDHAM,SC,5,BHARATBHAI VELJIBHAI SOLANKI,M,42,INC,2,45929,315272,151665,30.28,48.11,31102,20.51,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,9,2.44,AEGJ101269,no,National Party,3482,8th Pass,Agriculture,,,
14,12,Kachchh,Saurashtra-Kutch,GANDHIDHAM,SC,5,BUDHABHAI THAVAR MAHESHWARI,M,63,AAAP,3,14827,315272,151665,9.78,48.11,11722,7.73,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,9,2.44,AEGJ101272,yes,State-based Party (Other State),13,Graduate Professional,Liberal Profession or Professional,Lawyer,,
14,12,Kachchh,Saurashtra-Kutch,GANDHIDHAM,SC,5,NOTA,,,None of the Above,4,3105,315272,151665,2.05,48.11,2095,1.38,TRUE,,,,,,,,,,,9,2.44,,,,,,,,,
14,12,Kachchh,Saurashtra-Kutch,GANDHIDHAM,SC,5,MAURYA K. D.,M,47,BSP,5,1010,315272,151665,0.67,48.11,42,0.03,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,9,2.44,AEGJ101270,yes,State-based Party (Other State),16651,10th Pass,Small Business or Self-employed,,,
14,12,Kachchh,Saurashtra-Kutch,GANDHIDHAM,SC,5,LALJIBHAI KARABHAI BALIYA,M,48,SP,6,968,315272,151665,0.64,48.11,175,0.12,TRUE,3,ASAPA,47,GANDHIDHAM,TRUE,FALSE,0,TRUE,FALSE,TRUE,9,2.44,AEGJ101227,yes,State-based Party (Other State),7425,Literate,Labourer or Daily Wage,Truck Driver,,
14,12,Kachchh,Saurashtra-Kutch,GANDHIDHAM,SC,5,SONDARVA JIGNASHA MAHESHBHAI,F,29,IND,7,793,315272,151665,0.52,48.11,234,0.15,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,9,2.44,AEGJ101276,yes,Independents,10809,8th Pass,Salaried Work or Employed,,,
14,12,Kachchh,Saurashtra-Kutch,GANDHIDHAM,SC,5,SAMIRBHAI JUMABHAI MAHESHWARI,M,46,IND,8,559,315272,151665,0.37,48.11,130,0.09,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,9,2.44,AEGJ101275,yes,Independents,10809,5th Pass,Liberal Profession or Professional,Journalist or Editor,,
14,12,Kachchh,Saurashtra-Kutch,GANDHIDHAM,SC,5,ARVIND ASHOK SANGHELA,M,38,Gujarat Sarva Samaj Party,9,429,315272,151665,0.28,48.11,144,0.09,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,9,2.44,AEGJ101271,yes,,25136,Others,Salaried Work or Employed,,,
14,12,Kachchh,Saurashtra-Kutch,GANDHIDHAM,SC,5,MAHESHWARI VANITA DAHYALAL,F,42,Sanyukt Vikas Party,10,285,315272,151665,0.19,48.11,0,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,9,2.44,AEGJ101273,yes,Local Party,7674,Graduate Professional,Other,Household,,
14,12,Kachchh,Saurashtra-Kutch,RAPAR,GEN,6,VIRENDRASINH BAHADURSINH JADEJA,M,55,BJP,1,66961,247644,145034,46.17,58.57,577,0.4,TRUE,3,BJP,1605,MANDVI,FALSE,TRUE,2,FALSE,TRUE,TRUE,11,2.38,AEGJ11517,no,National Party,1605,8th Pass,Agriculture,,,
14,12,Kachchh,Saurashtra-Kutch,RAPAR,GEN,6,BHACHUBHAI DHARAMSHI AARETHIYA,M,55,INC,2,66384,247644,145034,45.77,58.57,62442,43.05,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,11,2.38,AEGJ101277,no,National Party,3482,10th Pass,Business,,Agriculture,
14,12,Kachchh,Saurashtra-Kutch,RAPAR,GEN,6,NOTA,,,None of the Above,3,3942,247644,145034,2.72,58.57,1508,1.04,TRUE,,,,,,,,,,,11,2.38,,,,,,,,,
14,12,Kachchh,Saurashtra-Kutch,RAPAR,GEN,6,AMBA PARAVANT PATEL,M,62,AAAP,4,2434,247644,145034,1.68,58.57,702,0.48,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,11,2.38,AEGJ101278,yes,State-based Party (Other State),13,8th Pass,Agriculture,,,
14,12,Kachchh,Saurashtra-Kutch,RAPAR,GEN,6,SAIYAD HASAMSHA UMARSHA,M,39,IND,5,1732,247644,145034,1.19,58.57,791,0.55,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,11,2.38,AEGJ101286,yes,Independents,10809,10th Pass,Labourer or Daily Wage,,,
14,12,Kachchh,Saurashtra-Kutch,RAPAR,GEN,6,VANIYA TEJABHAI GELABHAI,M,46,IND,6,941,247644,145034,0.65,58.57,244,0.17,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,11,2.38,AEGJ101285,yes,Independents,10809,Literate,Labourer or Daily Wage,,,
14,12,Kachchh,Saurashtra-Kutch,RAPAR,GEN,6,RATHOD AMBABHAI MAYAJAR,M,47,IND,7,697,247644,145034,0.48,58.57,108,0.07,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,11,2.38,AEGJ101284,yes,Independents,10809,Literate,Labourer or Daily Wage,,,
14,12,Kachchh,Saurashtra-Kutch,RAPAR,GEN,6,MANSUKH VAJERAM MAKVANA,M,40,Gujarat Sarva Samaj Party,8,589,247644,145034,0.41,58.57,94,0.06,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,11,2.38,AEGJ101279,yes,,25136,Graduate,Agriculture,,,
14,12,Kachchh,Saurashtra-Kutch,RAPAR,GEN,6,RAJESHBHAI BABUBHAI DUDASNA,M,27,IND,9,495,247644,145034,0.34,58.57,141,0.1,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,11,2.38,AEGJ101283,yes,Independents,10809,12th Pass,Business,,,
14,12,Kachchh,Saurashtra-Kutch,RAPAR,GEN,6,RAMESHBHAI PUNJABHAI PATNI,M,40,IND,10,354,247644,145034,0.24,58.57,75,0.05,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,11,2.38,AEGJ101282,yes,Independents,10809,Literate,Business,,Agriculture,
14,12,Kachchh,Saurashtra-Kutch,RAPAR,GEN,6,GOSHWAMI SANJAYGIRI RAMESHGIRI,M,30,IND,11,279,247644,145034,0.19,58.57,53,0.04,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,11,2.38,AEGJ101280,yes,Independents,10809,5th Pass,Business,,,
14,12,Kachchh,Saurashtra-Kutch,RAPAR,GEN,6,NAVINCHANDRA MANJI JOSARFAL,M,43,IND,12,226,247644,145034,0.16,58.57,0,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,11,2.38,AEGJ101281,yes,Independents,10809,10th Pass,Business,,,
14,12,Banaskantha,North Gujarat,VAV,GEN,7,THAKOR GENIBEN NAGAJI,F,46,INC,1,102513,301960,226502,45.26,75.01,15601,6.89,TRUE,4,INC,3482,VAV,TRUE,TRUE,2,FALSE,TRUE,TRUE,6,2.78,AEGJ12219,no,National Party,3482,Graduate,Social Work,,,
14,12,Banaskantha,North Gujarat,VAV,GEN,7,THAKOR SWARUPJI SARDARJI,M,43,BJP,2,86912,301960,226502,38.37,75.01,59566,26.3,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,6,2.78,AEGJ101287,no,National Party,1605,10th Pass,Business,,Agriculture,
14,12,Banaskantha,North Gujarat,VAV,GEN,7,AMIRAMBHAI SHANKARLAL ASHAL,M,47,IND,3,27346,301960,226502,12.07,75.01,23349,10.31,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,6,2.78,AEGJ101290,yes,Independents,10809,10th Pass,Agriculture,,Social Work,
14,12,Banaskantha,North Gujarat,VAV,GEN,7,NOTA,,,None of the Above,4,3997,301960,226502,1.76,75.01,1708,0.75,TRUE,,,,,,,,,,,6,2.78,,,,,,,,,
14,12,Banaskantha,North Gujarat,VAV,GEN,7,SHANTIBHAI HAJABHAI RATHOD,M,46,IND,5,2289,301960,226502,1.01,75.01,440,0.19,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,6,2.78,AEGJ101291,yes,Independents,10809,12th Pass,Agriculture,,,
14,12,Banaskantha,North Gujarat,VAV,GEN,7,PARMAR NAYANABEN RANABHAI,F,27,BSP,6,1849,301960,226502,0.82,75.01,253,0.11,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,6,2.78,AEGJ101288,yes,State-based Party (Other State),16651,Post Graduate,Other,Household,,
14,12,Banaskantha,North Gujarat,VAV,GEN,7,BHEMAJIBHAI PATEL,M,35,AAAP,7,1596,301960,226502,0.7,75.01,0,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,6,2.78,AEGJ101289,yes,State-based Party (Other State),13,Graduate Professional,Business,,,
14,12,Banaskantha,North Gujarat,THARAD,GEN,8,SHANKARBHAI LAGDHIRBHAI CHAUDHARY,M,52,BJP,1,117891,248297,217238,54.27,87.49,26506,12.2,TRUE,6,BJP,1605,VAV,FALSE,TRUE,5,FALSE,FALSE,TRUE,14,2.13,AEGJ9984,no,National Party,1605,Post Graduate,Politics,Party Worker,Agriculture,
14,12,Banaskantha,North Gujarat,THARAD,GEN,8,GULABSINH PIRABHAI RAJPUT,M,37,INC,2,91385,248297,217238,42.07,87.49,87919,40.47,TRUE,2,INC,3482,THARAD,TRUE,TRUE,1,FALSE,TRUE,TRUE,14,2.13,AEGJ101055,no,National Party,3482,Graduate,Agriculture,,Social Work,
14,12,Banaskantha,North Gujarat,THARAD,GEN,8,NOTA,,,None of the Above,3,3466,248297,217238,1.6,87.49,1588,0.73,TRUE,,,,,,,,,,,14,2.13,,,,,,,,,
14,12,Banaskantha,North Gujarat,THARAD,GEN,8,SARTANBHAI VAKHATABHAI HADIYAL,M,50,IND,4,1878,248297,217238,0.86,87.49,1158,0.53,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,14,2.13,AEGJ101305,yes,Independents,10809,10th Pass,Agriculture,,,
14,12,Banaskantha,North Gujarat,THARAD,GEN,8,HADIYAL MAHESHKUMAR RANCHHODBHAI,M,31,BSP,5,720,248297,217238,0.33,87.49,244,0.11,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,14,2.13,AEGJ101294,yes,State-based Party (Other State),16651,Post Graduate,Liberal Profession or Professional,Lawyer,,
14,12,Banaskantha,North Gujarat,THARAD,GEN,8,VARAN MANUBHAI VALABHAI,M,29,IND,6,476,248297,217238,0.22,87.49,198,0.09,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,14,2.13,AEGJ101304,yes,Independents,10809,Graduate Professional,Liberal Profession or Professional,Lawyer,,
14,12,Banaskantha,North Gujarat,THARAD,GEN,8,VIRCHANDBHAI CHELABHAI CHAVDA,M,30,AAAP,7,278,248297,217238,0.13,87.49,67,0.03,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,14,2.13,AEGJ101298,yes,State-based Party (Other State),13,Literate,Agriculture,,,
14,12,Banaskantha,North Gujarat,THARAD,GEN,8,BOCHIYA MOHANBHAI ISHVARBHAI,M,35,IND,8,211,248297,217238,0.1,87.49,4,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,14,2.13,AEGJ101302,yes,Independents,10809,Graduate,Agriculture,,,
14,12,Banaskantha,North Gujarat,THARAD,GEN,8,PARMAR SEDHABHAI VAGHABHAI,M,31,IND,9,207,248297,217238,0.1,87.49,17,0.01,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,14,2.13,AEGJ101301,yes,Independents,10809,12th Pass,Agriculture,,,
14,12,Banaskantha,North Gujarat,THARAD,GEN,8,BRAHMKSHATRIYA BHAGAVTIBEN KHETSINHBHAI,F,70,IND,10,190,248297,217238,0.09,87.49,24,0.01,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,14,2.13,AEGJ101303,yes,Independents,10809,5th Pass,Small Business or Self-employed,,,
14,12,Banaskantha,North Gujarat,THARAD,GEN,8,THAKOR LAXMIBEN SHURESHBHAI,F,32,IND,11,166,248297,217238,0.08,87.49,29,0.01,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,14,2.13,AEGJ101300,yes,Independents,10809,10th Pass,Other,Household,,
14,12,Banaskantha,North Gujarat,THARAD,GEN,8,PRAKASHBHAI MANJIBHAI DARAJI,M,42,Sardar Vallabhbhai Patel Party,12,137,248297,217238,0.06,87.49,46,0.02,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,14,2.13,AEGJ101295,yes,Local Party,7682,Literate,Labourer or Daily Wage,,,
14,12,Banaskantha,North Gujarat,THARAD,GEN,8,KAMLESHBHAI KALUBHAI DESAI,M,41,IND,13,91,248297,217238,0.04,87.49,17,0.01,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,14,2.13,AEGJ101299,yes,Independents,10809,Illiterate,Business,,Agriculture,
14,12,Banaskantha,North Gujarat,THARAD,GEN,8,BHARATKUMAR KHEMABHAI CHARAMTA,M,39,Praja Vijay Paksh,14,74,248297,217238,0.03,87.49,6,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,14,2.13,AEGJ101296,yes,,25135,Post Graduate,Agriculture,,,
14,12,Banaskantha,North Gujarat,THARAD,GEN,8,RAMESHJI VANAJI MAKVANA,M,34,Garvi Gujarat Party,15,68,248297,217238,0.03,87.49,0,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,14,2.13,AEGJ101297,yes,Local Party,24361,8th Pass,Agriculture,,Social Work,
14,12,Banaskantha,North Gujarat,DHANERA,GEN,9,MAVJIBHAI MAGANBHAI DESAI,M,50,IND,1,96053,268775,204561,46.96,76.11,35696,17.45,TRUE,2,BJP,1605,DHANERA,TRUE,FALSE,1,FALSE,FALSE,TRUE,8,2.94,AEGJ440,no,Independents,10809,10th Pass,Business,,Agriculture,
14,12,Banaskantha,North Gujarat,DHANERA,GEN,9,PATEL BHAGVANBHAI HAJABHAI,M,60,BJP,2,60357,268775,204561,29.51,76.11,22097,10.8,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,8,2.94,AEGJ101306,no,National Party,1605,Graduate,Business,Agricultural Business,,
14,12,Banaskantha,North Gujarat,DHANERA,GEN,9,PATEL NATHABHAI HEGOLABHAI,M,76,INC,3,38260,268775,204561,18.7,76.11,34449,16.84,TRUE,3,INC,3482,DHANERA,TRUE,TRUE,1,FALSE,TRUE,TRUE,8,2.94,AEGJ10014,no,National Party,3482,10th Pass,Business,,Agriculture,
14,12,Banaskantha,North Gujarat,DHANERA,GEN,9,NOTA,,,None of the Above,4,3811,268775,204561,1.86,76.11,1657,0.81,TRUE,,,,,,,,,,,8,2.94,,,,,,,,,
14,12,Banaskantha,North Gujarat,DHANERA,GEN,9,PRAKASHBHAI REVABHAI SOLANKI,M,37,BSP,5,2154,268775,204561,1.05,76.11,759,0.37,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,8,2.94,AEGJ101307,yes,State-based Party (Other State),16651,Graduate Professional,Liberal Profession or Professional,Lawyer,Agriculture,
